epoch,train_loss,train_acc,test_loss,test_acc
30,0.499489975286229,0.8420195439739414,0.6300542684969291,0.8055105348460292
31,0.4831152571917357,0.8447679153094463,0.6808200556802981,0.8051053484602917
32,0.4839505974555249,0.8431392508143323,0.7076304283482135,0.7990275526742301
33,0.4713445037409226,0.8422231270358306,0.6152352472371762,0.8196920583468396
34,0.4852524760879989,0.8462947882736156,1.102826229370587,0.6722042139384117
35,0.4672603333423503,0.8462947882736156,0.6193120035205514,0.8152350081037277
36,0.4697164414808494,0.8475162866449512,0.5869889005269958,0.8225283630470016
37,0.46124304234010777,0.848635993485342,0.764389737305417,0.7982171799027553
38,0.4604370703720503,0.8488395765472313,0.7388331134663215,0.8038897893030794
39,0.455643042776406,0.8554560260586319,0.6172328124749602,0.8192868719611021
40,0.4700749877124345,0.8485342019543974,0.5893821907584439,0.8213128038897893
41,0.4090653638498014,0.8669584690553745,0.5862820726159712,0.830226904376013
42,0.38577261496735704,0.8719462540716613,0.5683210665055187,0.8391410048622366
43,0.38579014717853033,0.8718444625407166,0.5300899901981292,0.8399513776337115
44,0.3738873629354499,0.8732695439739414,0.526195554041592,0.8484602917341977
45,0.37709185750457286,0.8778501628664495,0.549517330609419,0.8452188006482982
46,0.3686225458931069,0.8794788273615635,0.584579895052763,0.8342787682333873
47,0.36939374670531927,0.8787662866449512,0.551090003508996,0.8480551053484603
48,0.35059721721791287,0.8786644951140065,0.5438161085645036,0.8480551053484603
49,0.37072114459563543,0.8723534201954397,0.5339508794211878,0.8444084278768234
50,0.3455466328837973,0.8883346905537459,0.576930908368511,0.8383306320907618
51,0.3547185709888073,0.8827361563517915,0.5518388656395181,0.8403565640194489
52,0.3396140051587008,0.8837540716612378,0.5250462168039727,0.8460291734197731
53,0.333343705848005,0.8899633550488599,0.5296756772979538,0.8472447325769854
54,0.34442196315585205,0.8878257328990228,0.5512154452031783,0.8561588330632091
55,0.3296908536009757,0.8878257328990228,0.5630304026062717,0.8391410048622366
56,0.34306512381092735,0.884771986970684,0.5680110696069232,0.8391410048622366
57,0.3355892722522203,0.8888436482084691,0.5683853421450821,0.8476499189627229
58,0.3281480674829079,0.8888436482084691,0.523673199660581,0.8488654781199352
59,0.3365071961104093,0.8905741042345277,0.53095245699442,0.8557536466774717
60,0.3283597661685866,0.8887418566775245,0.5911114455428657,0.8411669367909238
61,0.30282471066868655,0.896478013029316,0.4911099209584525,0.8561588330632091
62,0.28263978703790843,0.904621335504886,0.5175676192224895,0.8525121555915721
63,0.27770813433180414,0.9056392508143323,0.5105818524546136,0.8545380875202593
64,0.27096229228600616,0.9093037459283387,0.5357464710356158,0.8525121555915721
65,0.28435191555792033,0.9033998371335505,0.5199878342340986,0.8480551053484603
66,0.27030570494429684,0.9067589576547231,0.5223784864045427,0.8517017828200972
67,0.26661889781683973,0.9093037459283387,0.5070145215168957,0.8606158833063209
68,0.2748780321778808,0.9073697068403909,0.5019450044226221,0.8606158833063209
69,0.2624141796331258,0.9131718241042345,0.5098704839641504,0.8626418152350082
70,0.267499671478419,0.9100162866449512,0.5129747858793268,0.8610210696920584
71,0.25730771394234137,0.9130700325732899,0.5053305005476579,0.8630470016207455
72,0.26006730735690275,0.9117467426710097,0.4937825910565919,0.859805510534846
73,0.2523527369267195,0.9132736156351792,0.5089423975739719,0.8585899513776337
74,0.2780822646661574,0.9048249185667753,0.5554474415906631,0.8496758508914101
75,0.25547217666277666,0.9110342019543974,0.4940753042021679,0.8622366288492707
76,0.2563851160218739,0.9125610749185668,0.5094212222620965,0.8630470016207455
77,0.2481713844432893,0.9165309446254072,0.5251067601011483,0.8602106969205835
78,0.25882363168929223,0.9104234527687296,0.5205846579573336,0.8614262560777958
79,0.24844508068423707,0.9148004885993485,0.5079893363546127,0.8618314424635333
80,0.24832474655116807,0.9150040716612378,0.5267179497250475,0.8589951377633711
81,0.23785891857131686,0.9201954397394136,0.5049283179896771,0.8650729335494327
82,0.23210502493556237,0.9182614006514658,0.5094962320509374,0.8557536466774717
83,0.22524135254007985,0.9250814332247557,0.5032465696528047,0.8642625607779578
84,0.23300325938467095,0.9172434853420195,0.5335274728519217,0.8606158833063209
85,0.22227644254165285,0.9242671009771987,0.5134497949041462,0.8594003241491086
86,0.22391170256009707,0.9231473941368078,0.5095024414396749,0.8614262560777958
87,0.22300412604154515,0.9219258957654723,0.4837347332333823,0.8618314424635333
88,0.22311663457134842,0.9250814332247557,0.5044301963702593,0.8594003241491086
89,0.22036790224065222,0.9250814332247557,0.5199945947242903,0.8565640194489466
90,0.21557315462041368,0.9241653094462541,0.5372906750855995,0.856969205834684
91,0.21658599136415443,0.9247760586319218,0.5368713554918669,0.8553484602917342
92,0.2100294537187011,0.9281351791530945,0.5169283717242786,0.8565640194489466
93,0.21349962129096836,0.9275244299674267,0.535901152575615,0.8573743922204214
94,0.2141639183029678,0.9263029315960912,0.5226387127485229,0.8618314424635333
95,0.21287325125624476,0.9268118892508144,0.5359030577989606,0.856969205834684
96,0.2173223090555264,0.926099348534202,0.536361893050288,0.8577795786061588
97,0.2079535939697334,0.928542345276873,0.5430682363347837,0.8589951377633711
98,0.20886666112024252,0.9291530944625407,0.5165314970468586,0.8614262560777958
99,0.20894312442975052,0.9291530944625407,0.5126942171559727,0.8541329011345219
100,0.20813503221332638,0.9256921824104235,0.5080828743970182,0.8622366288492707
